Hour,Date,App_Opens,Trips,Distance to Closest Bike,Battery % - Start,Battery % - End,Starting Geo,Ending Geo,,,,,
13,26-Jul,1,1,0.04,32,30,Geo 1,Geo 1,,,,,
13,26-Jul,1,1,0.23,77,66,Geo 2,Geo 3,,,,,
13,26-Jul,1,1,0.21,49,44,Geo 1,Geo 3,,,,,
13,26-Jul,1,1,0.09,89,77,Geo 3,Geo 1,,,,,
13,26-Jul,1,1,0.35,48,34,Geo 2,Geo 2,,,,,
13,26-Jul,1,1,0.26,41,32,Geo 3,Geo 2,,,,,
13,26-Jul,1,1,0.24,36,34,Geo 1,Geo 3,,,,,
13,26-Jul,1,1,0.29,40,26,Geo 1,Geo 3,,,,,
13,26-Jul,1,1,0.41,92,77,Geo 1,Geo 2,,,,,
13,26-Jul,1,1,0.4,33,21,Geo 1,Geo 2,,,,,
13,26-Jul,1,1,0.14,57,55,Geo 4,Geo 3,,,,,
13,26-Jul,1,1,0.22,39,22,Geo 2,Geo 2,,,,,
13,26-Jul,1,1,0.44,36,24,Geo 3,Geo 2,,,,,
13,26-Jul,1,1,0.39,44,35,Geo 2,Geo 1,,,,,
13,26-Jul,1,1,0.37,45,29,Geo 2,Geo 4,,,,,
13,26-Jul,1,1,0.11,69,60,Geo 4,Geo 3,,,,,
13,26-Jul,1,1,0.16,57,53,Geo 2,Geo 4,,,,,
13,26-Jul,1,1,0.06,96,86,Geo 2,Geo 3,,,,,
13,26-Jul,1,1,0.3,30,17,Geo 1,Geo 2,,,,,
13,26-Jul,1,1,0.3,73,68,Geo 1,Geo 2,,,,,
13,26-Jul,1,1,0.47,57,47,Geo 1,Geo 2,,,,,
13,26-Jul,1,1,0.27,55,54,Geo 4,Geo 2,,,,,
13,26-Jul,1,1,0.1,36,26,Geo 1,Geo 1,,,,,
14,26-Jul,1,1,0.08,31,23,Geo 2,Geo 1,,,,,
14,26-Jul,1,1,0.25,42,39,Geo 2,Geo 3,,,,,
14,26-Jul,1,1,0.35,39,23,Geo 1,Geo 1,,,,,
14,26-Jul,1,1,0.35,46,37,Geo 2,Geo 3,,,,,
14,26-Jul,1,1,0.32,89,81,Geo 4,Geo 4,,,,,
14,26-Jul,1,1,0.46,35,20,Geo 2,Geo 2,,,,,
14,26-Jul,1,1,0.05,97,95,Geo 3,Geo 2,,,,,
14,26-Jul,1,1,0.16,45,35,Geo 4,Geo 2,,,,,
14,26-Jul,1,1,0.38,52,45,Geo 1,Geo 2,,,,,
14,26-Jul,1,1,0.19,41,28,Geo 3,Geo 2,,,,,
14,26-Jul,1,1,0.48,79,77,Geo 3,Geo 1,,,,,
14,26-Jul,1,1,0.2,40,28,Geo 3,Geo 1,,,,,
14,26-Jul,1,1,0.37,64,58,Geo 4,Geo 4,,,,,
14,26-Jul,1,1,0.05,42,23,Geo 1,Geo 1,,,,,
14,26-Jul,1,1,0.11,32,29,Geo 4,Geo 4,,,,,
14,26-Jul,1,1,0.17,100,90,Geo 3,Geo 2,,,,,
14,26-Jul,1,1,0.44,69,69,Geo 4,Geo 4,,,,,
14,26-Jul,1,1,0.33,32,28,Geo 1,Geo 3,,,,,
14,26-Jul,1,1,0.05,36,27,Geo 3,Geo 2,,,,,
14,26-Jul,1,1,0.14,73,67,Geo 2,Geo 5,,,,,
14,26-Jul,2,1,0.24,35,26,Geo 2,Geo 3,,,,,
14,26-Jul,1,1,0.38,63,38,Geo 1,Geo 1,,,,,
14,26-Jul,1,1,0.13,68,62,Geo 2,Geo 3,,,,,
14,26-Jul,1,1,0.04,44,27,Geo 1,Geo 1,,,,,
14,26-Jul,1,1,0.46,37,20,Geo 2,Geo 2,,,,,
14,26-Jul,1,1,0.26,32,20,Geo 4,Geo 1,,,,,
14,26-Jul,1,1,0.49,55,45,Geo 2,Geo 5,,,,,
14,26-Jul,1,1,0.48,65,61,Geo 2,Geo 5,,,,,
14,26-Jul,1,1,0.14,82,76,Geo 3,Geo 1,,,,,
14,26-Jul,1,1,0.09,98,94,Geo 1,Geo 2,,,,,
14,26-Jul,1,1,0.38,41,29,Geo 1,Geo 3,,,,,
14,26-Jul,1,1,0.41,50,47,Geo 4,Geo 3,,,,,
14,26-Jul,1,1,0.15,63,52,Geo 2,Geo 3,,,,,
14,26-Jul,1,1,0.1,36,17,Geo 3,Geo 2,,,,,
14,26-Jul,1,1,0.08,33,14,Geo 1,Geo 2,,,,,
14,26-Jul,1,1,0.45,31,18,Geo 2,Geo 2,,,,,
14,26-Jul,1,1,0,66,63,Geo 3,Geo 3,,,,,
14,26-Jul,1,1,0.42,55,39,Geo 3,Geo 5,,,,,
14,26-Jul,1,1,0.41,36,29,Geo 4,Geo 3,,,,,
14,26-Jul,1,1,0.04,59,52,Geo 4,Geo 2,,,,,
14,26-Jul,1,1,0.4,31,28,Geo 1,Geo 1,,,,,
14,26-Jul,1,1,0.21,68,59,Geo 4,Geo 1,,,,,
14,26-Jul,1,1,0.49,62,45,Geo 1,Geo 1,,,,,
14,26-Jul,1,1,0.24,42,33,Geo 1,Geo 2,,,,,
15,26-Jul,1,1,0.34,36,34,Geo 3,Geo 3,,,,,
15,26-Jul,1,1,0.14,73,69,Geo 2,Geo 4,,,,,
15,26-Jul,1,1,0.42,73,64,Geo 1,Geo 3,,,,,
15,26-Jul,1,1,0.32,39,26,Geo 3,Geo 2,,,,,
15,26-Jul,1,1,0.23,37,20,Geo 1,Geo 1,,,,,
15,26-Jul,1,1,0.19,65,46,Geo 1,Geo 4,,,,,
15,26-Jul,1,1,0.06,38,25,Geo 2,Geo 1,,,,,
15,26-Jul,1,1,0.5,39,26,Geo 1,Geo 2,,,,,
15,26-Jul,1,1,0.46,45,36,Geo 3,Geo 2,,,,,
15,26-Jul,1,1,0.22,56,51,Geo 2,Geo 1,,,,,
15,26-Jul,1,1,0.33,38,29,Geo 4,Geo 3,,,,,
15,26-Jul,1,1,0.28,31,13,Geo 3,Geo 1,,,,,
15,26-Jul,1,1,0.04,37,23,Geo 2,Geo 2,,,,,
15,26-Jul,1,1,0.13,48,46,Geo 2,Geo 5,,,,,
15,26-Jul,1,1,0.39,63,57,Geo 1,Geo 5,,,,,
15,26-Jul,1,1,0.2,43,35,Geo 4,Geo 1,,,,,
15,26-Jul,1,1,0.06,57,43,Geo 3,Geo 4,,,,,
15,26-Jul,1,1,0.24,37,19,Geo 3,Geo 4,,,,,
15,26-Jul,1,1,0.08,98,88,Geo 1,Geo 2,,,,,
15,26-Jul,1,1,0.1,93,87,Geo 2,Geo 4,,,,,
15,26-Jul,1,1,0.13,99,97,Geo 3,Geo 3,,,,,
15,26-Jul,1,1,0.04,33,19,Geo 2,Geo 2,,,,,
15,26-Jul,1,1,0.36,60,53,Geo 2,Geo 4,,,,,
15,26-Jul,1,1,0.46,74,64,Geo 2,Geo 4,,,,,
15,26-Jul,1,1,0.46,38,22,Geo 3,Geo 2,,,,,
15,26-Jul,1,1,0.09,40,33,Geo 1,Geo 4,,,,,
15,26-Jul,1,1,0.33,37,20,Geo 2,Geo 1,,,,,
15,26-Jul,1,1,0.41,66,47,Geo 1,Geo 5,,,,,
15,26-Jul,1,1,0.41,31,18,Geo 2,Geo 1,,,,,
15,26-Jul,1,1,0.24,52,46,Geo 2,Geo 2,,,,,
15,26-Jul,1,1,0.33,64,58,Geo 3,Geo 2,,,,,
14,26-Jul,1,1,0.09,62,42,Geo 4,Geo 3,,,,,
15,26-Jul,1,1,0.14,58,58,Geo 1,Geo 3,,,,,
15,26-Jul,1,1,0.18,42,30,Geo 1,Geo 3,,,,,
15,26-Jul,1,1,0.33,42,37,Geo 2,Geo 2,,,,,
15,26-Jul,1,1,0.42,59,49,Geo 4,Geo 2,,,,,
15,26-Jul,1,1,0.41,74,66,Geo 2,Geo 1,,,,,
15,26-Jul,1,1,0.44,36,18,Geo 3,Geo 4,,,,,
15,26-Jul,1,1,0.4,99,94,Geo 2,Geo 3,,,,,
15,26-Jul,1,1,0.03,40,25,Geo 1,Geo 1,,,,,
15,26-Jul,1,1,0.05,85,73,Geo 2,Geo 4,,,,,
15,26-Jul,1,1,0.18,42,27,Geo 4,Geo 1,,,,,
15,26-Jul,1,1,0.1,31,18,Geo 2,Geo 1,,,,,
15,26-Jul,1,1,0.48,80,75,Geo 3,Geo 2,,,,,
15,26-Jul,1,1,0.24,33,25,Geo 3,Geo 3,,,,,
15,26-Jul,1,1,0.02,38,36,Geo 1,Geo 3,,,,,
15,26-Jul,2,1,0.22,100,90,Geo 2,Geo 2,,,,,
15,26-Jul,1,1,0.4,59,53,Geo 2,Geo 4,,,,,
15,26-Jul,1,1,0.25,35,26,Geo 4,Geo 1,,,,,
15,26-Jul,1,1,0.05,39,36,Geo 2,Geo 2,,,,,
15,26-Jul,1,1,0.17,31,18,Geo 1,Geo 4,,,,,
15,26-Jul,1,1,0.39,32,27,Geo 2,Geo 2,,,,,
15,26-Jul,1,1,0.07,69,69,Geo 1,Geo 3,,,,,
15,26-Jul,1,1,0.44,35,22,Geo 3,Geo 4,,,,,
15,26-Jul,1,1,0.5,81,80,Geo 1,Geo 2,,,,,
15,26-Jul,1,1,0.46,74,68,Geo 4,Geo 5,,,,,
16,26-Jul,1,1,0.44,35,33,Geo 1,Geo 2,,,,,
16,26-Jul,1,1,0.18,52,34,Geo 2,Geo 2,,,,,
16,26-Jul,1,1,0.34,37,22,Geo 3,Geo 2,,,,,
16,26-Jul,1,1,0.37,41,18,Geo 2,Geo 2,,,,,
16,26-Jul,1,1,0.23,94,79,Geo 4,Geo 3,,,,,
16,26-Jul,1,1,0.08,75,67,Geo 2,Geo 3,,,,,
16,26-Jul,1,1,0.44,64,61,Geo 1,Geo 4,,,,,
16,26-Jul,1,1,0.37,65,63,Geo 2,Geo 1,,,,,
16,26-Jul,1,1,0.3,68,62,Geo 2,Geo 1,,,,,
16,26-Jul,1,1,0.18,36,22,Geo 3,Geo 3,,,,,
16,26-Jul,1,1,0.22,53,42,Geo 4,Geo 5,,,,,
16,26-Jul,1,1,0.1,84,82,Geo 3,Geo 3,,,,,
16,26-Jul,1,1,0.42,83,82,Geo 1,Geo 3,,,,,
16,26-Jul,1,1,0.19,93,91,Geo 2,Geo 4,,,,,
16,26-Jul,1,1,0.5,57,37,Geo 2,Geo 3,,,,,
16,26-Jul,1,1,0.01,61,34,Geo 2,Geo 4,,,,,
16,26-Jul,1,1,0.43,37,20,Geo 2,Geo 4,,,,,
16,26-Jul,1,1,0.39,61,53,Geo 4,Geo 5,,,,,
16,26-Jul,1,1,0.3,30,19,Geo 3,Geo 1,,,,,
16,26-Jul,1,1,0.14,30,27,Geo 2,Geo 1,,,,,
16,26-Jul,1,1,0.45,99,92,Geo 1,Geo 4,,,,,
16,26-Jul,1,1,0.45,38,25,Geo 2,Geo 4,,,,,
16,26-Jul,1,1,0.42,82,72,Geo 4,Geo 3,,,,,
16,26-Jul,1,1,0.37,40,22,Geo 2,Geo 1,,,,,
16,26-Jul,1,1,0.01,98,93,Geo 1,Geo 2,,,,,
16,26-Jul,1,1,0.43,31,18,Geo 2,Geo 3,,,,,
16,26-Jul,1,1,0.37,33,24,Geo 2,Geo 1,,,,,
16,26-Jul,1,1,0.28,57,41,Geo 4,Geo 2,,,,,
16,26-Jul,1,1,0.07,62,49,Geo 3,Geo 1,,,,,
16,26-Jul,1,1,0.2,74,65,Geo 1,Geo 1,,,,,
16,26-Jul,1,1,0.3,32,21,Geo 1,Geo 1,,,,,
16,26-Jul,1,1,0.43,32,29,Geo 2,Geo 3,,,,,
16,26-Jul,1,1,0.22,33,22,Geo 2,Geo 2,,,,,
16,26-Jul,1,1,0.44,38,26,Geo 2,Geo 1,,,,,
16,26-Jul,1,1,0.36,68,66,Geo 2,Geo 4,,,,,
16,26-Jul,1,1,0.48,35,31,Geo 4,Geo 1,,,,,
16,26-Jul,1,1,0.12,90,86,Geo 3,Geo 3,,,,,
16,26-Jul,1,1,0.44,39,23,Geo 2,Geo 2,,,,,
16,26-Jul,1,1,0.24,69,55,Geo 3,Geo 3,,,,,
16,26-Jul,1,1,0.03,80,72,Geo 3,Geo 4,,,,,
16,26-Jul,1,1,0.39,30,20,Geo 2,Geo 3,,,,,
16,26-Jul,1,1,0.31,88,73,Geo 4,Geo 2,,,,,
16,26-Jul,1,1,0.39,58,52,Geo 4,Geo 4,,,,,
16,26-Jul,1,1,0.15,44,28,Geo 1,Geo 3,,,,,
16,26-Jul,1,1,0.42,49,35,Geo 3,Geo 4,,,,,
16,26-Jul,1,1,0.48,89,87,Geo 2,Geo 4,,,,,
16,26-Jul,1,1,0.17,32,29,Geo 1,Geo 3,,,,,
16,26-Jul,1,1,0.2,48,32,Geo 2,Geo 1,,,,,
17,26-Jul,1,1,0.09,61,58,Geo 2,Geo 3,,,,,
17,26-Jul,1,1,0.22,32,24,Geo 3,Geo 1,,,,,
17,26-Jul,1,1,0.5,31,23,Geo 2,Geo 4,,,,,
17,26-Jul,1,1,0.09,92,81,Geo 1,Geo 5,,,,,
17,26-Jul,1,1,0.31,52,34,Geo 3,Geo 2,,,,,
17,26-Jul,1,1,0.05,80,78,Geo 2,Geo 1,,,,,
17,26-Jul,1,1,0.17,98,87,Geo 2,Geo 1,,,,,
17,26-Jul,1,1,0.25,33,22,Geo 3,Geo 4,,,,,
17,26-Jul,1,1,0.35,86,78,Geo 3,Geo 2,,,,,
17,26-Jul,1,1,0.44,83,72,Geo 1,Geo 4,,,,,
17,26-Jul,1,1,0.16,44,43,Geo 3,Geo 4,,,,,
17,26-Jul,1,1,0.31,98,86,Geo 4,Geo 2,,,,,
17,26-Jul,1,1,0.37,48,36,Geo 1,Geo 3,,,,,
17,26-Jul,1,1,0.11,54,45,Geo 2,Geo 3,,,,,
17,26-Jul,1,1,0.04,66,62,Geo 4,Geo 1,,,,,
17,26-Jul,1,1,0.41,63,55,Geo 2,Geo 5,,,,,
17,26-Jul,1,1,0.02,32,25,Geo 3,Geo 5,,,,,
17,26-Jul,1,1,0.06,40,35,Geo 3,Geo 2,,,,,
17,26-Jul,1,1,0.2,55,40,Geo 3,Geo 2,,,,,
17,26-Jul,1,1,0.1,50,35,Geo 3,Geo 4,,,,,
17,26-Jul,1,1,0.18,35,17,Geo 3,Geo 3,,,,,
17,26-Jul,1,1,0.35,33,14,Geo 2,Geo 5,,,,,
17,26-Jul,1,1,0.31,59,34,Geo 2,Geo 2,,,,,
17,26-Jul,1,1,0.45,40,37,Geo 1,Geo 4,,,,,
17,26-Jul,1,1,0.22,30,29,Geo 2,Geo 1,,,,,
17,26-Jul,1,1,0.36,49,48,Geo 3,Geo 1,,,,,
17,26-Jul,1,1,0.46,47,40,Geo 3,Geo 4,,,,,
17,26-Jul,1,1,0.36,31,31,Geo 3,Geo 1,,,,,
17,26-Jul,1,1,0.41,81,75,Geo 2,Geo 2,,,,,
17,26-Jul,1,1,0.22,42,41,Geo 2,Geo 3,,,,,
17,26-Jul,1,1,0.06,93,89,Geo 3,Geo 3,,,,,
17,26-Jul,1,1,0.42,32,23,Geo 2,Geo 3,,,,,
17,26-Jul,1,1,0.14,37,18,Geo 2,Geo 1,,,,,
17,26-Jul,1,1,0.17,83,71,Geo 2,Geo 1,,,,,
17,26-Jul,1,1,0.2,69,61,Geo 1,Geo 2,,,,,
17,26-Jul,1,1,0.43,30,11,Geo 1,Geo 2,,,,,
17,26-Jul,1,1,0.12,67,48,Geo 1,Geo 1,,,,,
17,26-Jul,1,1,0.5,43,38,Geo 3,Geo 4,,,,,
17,26-Jul,1,1,0.09,39,20,Geo 3,Geo 2,,,,,
17,26-Jul,1,1,0.2,49,46,Geo 3,Geo 2,,,,,
17,26-Jul,1,1,0.35,37,20,Geo 2,Geo 2,,,,,
17,26-Jul,1,1,0.24,63,53,Geo 4,Geo 3,,,,,
17,26-Jul,1,1,0.2,32,22,Geo 1,Geo 5,,,,,
17,26-Jul,1,1,0.01,36,27,Geo 2,Geo 1,,,,,
17,26-Jul,1,1,0.02,71,66,Geo 3,Geo 2,,,,,
17,26-Jul,1,1,0.36,64,62,Geo 2,Geo 1,,,,,
17,26-Jul,1,1,0.07,64,63,Geo 4,Geo 2,,,,,
17,26-Jul,1,1,0.1,56,38,Geo 1,Geo 2,,,,,
17,26-Jul,1,1,0.12,35,28,Geo 2,Geo 1,,,,,
17,26-Jul,1,1,0.18,49,40,Geo 1,Geo 5,,,,,
17,26-Jul,1,1,0.33,91,90,Geo 2,Geo 1,,,,,
17,26-Jul,1,1,0.28,31,15,Geo 1,Geo 3,,,,,
17,26-Jul,1,1,0.31,37,21,Geo 1,Geo 5,,,,,
17,26-Jul,1,1,0.17,42,30,Geo 2,Geo 1,,,,,
17,26-Jul,1,1,0.33,31,19,Geo 4,Geo 1,,,,,
17,26-Jul,1,1,0.13,53,48,Geo 1,Geo 1,,,,,
17,26-Jul,1,1,0.22,84,75,Geo 2,Geo 2,,,,,
17,26-Jul,1,1,0.28,32,14,Geo 2,Geo 1,,,,,
17,26-Jul,1,1,0.38,66,37,Geo 2,Geo 5,,,,,
17,26-Jul,1,1,0,71,65,Geo 1,Geo 2,,,,,
17,26-Jul,1,1,0.45,36,21,Geo 4,Geo 1,,,,,
17,26-Jul,1,1,0.26,69,65,Geo 2,Geo 2,,,,,
17,26-Jul,1,1,0.36,70,68,Geo 2,Geo 4,,,,,
17,26-Jul,1,1,0.35,58,54,Geo 3,Geo 2,,,,,
17,26-Jul,1,1,0.45,31,30,Geo 1,Geo 2,,,,,
17,26-Jul,1,1,0.02,37,22,Geo 1,Geo 4,,,,,
17,26-Jul,1,1,0.08,64,50,Geo 1,Geo 1,,,,,
17,26-Jul,1,1,0.47,40,25,Geo 1,Geo 2,,,,,
17,26-Jul,1,1,0.37,45,33,Geo 3,Geo 4,,,,,
17,26-Jul,1,1,0.12,36,24,Geo 1,Geo 2,,,,,
17,26-Jul,1,1,0.24,98,93,Geo 1,Geo 2,,,,,
17,26-Jul,1,1,0.17,31,25,Geo 3,Geo 4,,,,,
17,26-Jul,1,1,0.06,90,87,Geo 2,Geo 3,,,,,
17,26-Jul,1,1,0.2,54,52,Geo 4,Geo 3,,,,,
17,26-Jul,1,1,0.38,37,25,Geo 3,Geo 1,,,,,
17,26-Jul,1,1,0.43,48,42,Geo 4,Geo 3,,,,,
17,26-Jul,1,1,0.22,53,33,Geo 4,Geo 1,,,,,
17,26-Jul,1,1,0.1,42,39,Geo 4,Geo 2,,,,,
17,26-Jul,1,1,0.44,79,75,Geo 2,Geo 1,,,,,
17,26-Jul,1,1,0.23,46,45,Geo 1,Geo 2,,,,,
17,26-Jul,1,1,0.06,97,89,Geo 2,Geo 2,,,,,
17,26-Jul,1,1,0.47,40,28,Geo 2,Geo 2,,,,,
17,26-Jul,1,1,0.23,34,22,Geo 1,Geo 2,,,,,
17,26-Jul,1,1,0.4,56,54,Geo 3,Geo 1,,,,,
17,26-Jul,1,1,0.29,33,25,Geo 4,Geo 2,,,,,
17,26-Jul,1,1,0.24,88,79,Geo 1,Geo 1,,,,,
17,26-Jul,1,1,0.47,72,68,Geo 4,Geo 3,,,,,
17,26-Jul,1,1,0.06,55,53,Geo 3,Geo 1,,,,,
17,26-Jul,1,1,0.44,67,58,Geo 3,Geo 1,,,,,
17,26-Jul,1,1,0.3,50,47,Geo 1,Geo 4,,,,,
17,26-Jul,1,1,0.02,68,65,Geo 1,Geo 2,,,,,
17,26-Jul,1,1,0.44,33,19,Geo 3,Geo 1,,,,,
17,26-Jul,1,1,0.09,83,76,Geo 1,Geo 3,,,,,
17,26-Jul,1,1,0.03,75,75,Geo 2,Geo 3,,,,,
17,26-Jul,1,1,0.48,65,35,Geo 2,Geo 1,,,,,
17,26-Jul,1,1,0.37,80,74,Geo 3,Geo 3,,,,,
17,26-Jul,1,1,0.42,68,49,Geo 2,Geo 2,,,,,
17,26-Jul,1,1,0.44,34,31,Geo 3,Geo 3,,,,,
17,26-Jul,1,1,0.36,48,33,Geo 2,Geo 3,,,,,
17,26-Jul,1,1,0.43,64,64,Geo 1,Geo 3,,,,,
18,26-Jul,2,1,0.44,77,67,Geo 2,Geo 4,,,,,
18,26-Jul,1,1,0.09,33,20,Geo 4,Geo 1,,,,,
18,26-Jul,1,1,0.08,43,41,Geo 2,Geo 4,,,,,
18,26-Jul,1,1,0.29,36,26,Geo 2,Geo 3,,,,,
18,26-Jul,1,1,0.02,73,64,Geo 1,Geo 3,,,,,
18,26-Jul,1,1,0.13,59,55,Geo 2,Geo 5,,,,,
18,26-Jul,1,1,0.49,32,18,Geo 2,Geo 5,,,,,
18,26-Jul,1,1,0.3,35,26,Geo 4,Geo 2,,,,,
18,26-Jul,1,1,0.22,32,15,Geo 2,Geo 5,,,,,
18,26-Jul,1,1,0.24,39,30,Geo 4,Geo 1,,,,,
18,26-Jul,2,1,0.28,46,36,Geo 2,Geo 3,,,,,
18,26-Jul,2,1,0.45,87,78,Geo 2,Geo 4,,,,,
18,26-Jul,1,1,0.43,64,34,Geo 1,Geo 3,,,,,
18,26-Jul,1,1,0.44,73,73,Geo 2,Geo 4,,,,,
18,26-Jul,1,1,0.29,42,26,Geo 2,Geo 2,,,,,
18,26-Jul,1,1,0.34,94,88,Geo 3,Geo 1,,,,,
18,26-Jul,1,1,0.49,33,31,Geo 2,Geo 2,,,,,
18,26-Jul,1,1,0.14,86,81,Geo 2,Geo 1,,,,,
18,26-Jul,2,1,0.05,87,86,Geo 2,Geo 3,,,,,
18,26-Jul,1,1,0.18,37,27,Geo 2,Geo 3,,,,,
18,26-Jul,1,1,0.11,40,28,Geo 1,Geo 3,,,,,
18,26-Jul,1,1,0.25,43,42,Geo 3,Geo 1,,,,,
18,26-Jul,1,1,0.44,64,61,Geo 2,Geo 2,,,,,
18,26-Jul,1,1,0.36,74,63,Geo 3,Geo 3,,,,,
18,26-Jul,1,1,0.32,37,30,Geo 3,Geo 2,,,,,
18,26-Jul,1,1,0.36,41,27,Geo 1,Geo 3,,,,,
18,26-Jul,1,1,0.49,35,18,Geo 1,Geo 2,,,,,
18,26-Jul,1,1,0.05,38,22,Geo 1,Geo 1,,,,,
18,26-Jul,1,1,0.35,70,60,Geo 3,Geo 5,,,,,
18,26-Jul,1,1,0.35,30,14,Geo 2,Geo 3,,,,,
18,26-Jul,1,1,0.39,44,44,Geo 3,Geo 1,,,,,
18,26-Jul,1,1,0.19,39,28,Geo 3,Geo 4,,,,,
18,26-Jul,1,1,0.31,67,64,Geo 3,Geo 3,,,,,
18,26-Jul,1,1,0.27,98,95,Geo 3,Geo 4,,,,,
18,26-Jul,1,1,0.19,53,40,Geo 3,Geo 5,,,,,
18,26-Jul,1,1,0.44,49,41,Geo 1,Geo 2,,,,,
18,26-Jul,1,1,0.48,32,15,Geo 2,Geo 1,,,,,
18,26-Jul,1,1,0.09,98,91,Geo 1,Geo 2,,,,,
18,26-Jul,1,1,0.04,33,15,Geo 1,Geo 2,,,,,
18,26-Jul,1,1,0.35,51,38,Geo 3,Geo 3,,,,,
18,26-Jul,1,1,0.42,48,42,Geo 1,Geo 2,,,,,
18,26-Jul,1,1,0.28,37,30,Geo 3,Geo 3,,,,,
18,26-Jul,1,1,0.24,33,20,Geo 4,Geo 5,,,,,
18,26-Jul,1,1,0.43,34,26,Geo 4,Geo 5,,,,,
18,26-Jul,1,1,0.39,40,24,Geo 1,Geo 3,,,,,
18,26-Jul,1,1,0.29,51,35,Geo 1,Geo 2,,,,,
18,26-Jul,1,1,0.44,85,75,Geo 1,Geo 2,,,,,
18,26-Jul,1,1,0.29,66,61,Geo 4,Geo 2,,,,,
18,26-Jul,1,1,0.25,72,71,Geo 3,Geo 3,,,,,
18,26-Jul,1,1,0.11,55,47,Geo 3,Geo 3,,,,,
18,26-Jul,1,1,0.22,66,49,Geo 3,Geo 1,,,,,
18,26-Jul,1,1,0.44,82,74,Geo 2,Geo 1,,,,,
18,26-Jul,1,1,0.44,97,93,Geo 1,Geo 3,,,,,
18,26-Jul,1,1,0.45,56,47,Geo 3,Geo 2,,,,,
18,26-Jul,1,1,0.21,34,22,Geo 1,Geo 2,,,,,
18,26-Jul,1,1,0.12,41,30,Geo 2,Geo 1,,,,,
18,26-Jul,1,1,0.22,71,67,Geo 1,Geo 4,,,,,
18,26-Jul,1,1,0.41,98,89,Geo 4,Geo 4,,,,,
18,26-Jul,1,1,0.11,82,70,Geo 1,Geo 3,,,,,
18,26-Jul,3,1,0.3,39,31,Geo 4,Geo 1,,,,,
18,26-Jul,1,1,0.48,31,15,Geo 4,Geo 1,,,,,
18,26-Jul,1,1,0.36,30,22,Geo 3,Geo 1,,,,,
18,26-Jul,1,1,0.25,42,29,Geo 3,Geo 2,,,,,
18,26-Jul,1,1,0.12,94,93,Geo 2,Geo 2,,,,,
18,26-Jul,1,1,0.02,80,76,Geo 1,Geo 3,,,,,
18,26-Jul,1,1,0.15,46,31,Geo 3,Geo 3,,,,,
18,26-Jul,1,1,0.05,61,46,Geo 2,Geo 2,,,,,
18,26-Jul,1,1,0.35,71,66,Geo 2,Geo 3,,,,,
18,26-Jul,1,1,0.18,55,38,Geo 4,Geo 3,,,,,
18,26-Jul,1,1,0.44,76,75,Geo 1,Geo 3,,,,,
18,26-Jul,1,1,0.2,94,84,Geo 4,Geo 1,,,,,
18,26-Jul,1,1,0.21,47,32,Geo 1,Geo 3,,,,,
18,26-Jul,1,1,0.02,38,30,Geo 2,Geo 2,,,,,
18,26-Jul,1,1,0.31,42,39,Geo 4,Geo 1,,,,,
18,26-Jul,1,1,0.02,78,67,Geo 3,Geo 3,,,,,
18,26-Jul,1,1,0.5,65,36,Geo 2,Geo 2,,,,,
19,26-Jul,1,1,0.17,82,77,Geo 2,Geo 1,,,,,
19,26-Jul,1,1,0.43,56,45,Geo 2,Geo 1,,,,,
19,26-Jul,1,1,0.37,46,36,Geo 1,Geo 3,,,,,
19,26-Jul,1,1,0.24,61,42,Geo 2,Geo 3,,,,,
19,26-Jul,1,1,0.32,32,23,Geo 2,Geo 2,,,,,
19,26-Jul,1,1,0.06,58,56,Geo 3,Geo 2,,,,,
19,26-Jul,1,1,0.36,44,36,Geo 2,Geo 3,,,,,
19,26-Jul,1,1,0.05,38,22,Geo 3,Geo 4,,,,,
19,26-Jul,1,1,0.42,71,43,Geo 2,Geo 1,,,,,
19,26-Jul,1,1,0.26,33,26,Geo 2,Geo 4,,,,,
19,26-Jul,1,1,0.46,35,24,Geo 4,Geo 1,,,,,
19,26-Jul,1,1,0.26,40,22,Geo 3,Geo 3,,,,,
19,26-Jul,1,1,0.21,37,19,Geo 2,Geo 1,,,,,
19,26-Jul,1,1,0.22,52,44,Geo 4,Geo 3,,,,,
19,26-Jul,1,1,0.35,37,26,Geo 2,Geo 3,,,,,
19,26-Jul,1,1,0.09,99,93,Geo 4,Geo 2,,,,,
19,26-Jul,1,1,0.12,36,35,Geo 3,Geo 2,,,,,
19,26-Jul,1,1,0.33,31,27,Geo 1,Geo 4,,,,,
19,26-Jul,1,1,0.05,51,41,Geo 2,Geo 3,,,,,
19,26-Jul,1,1,0.2,30,13,Geo 1,Geo 5,,,,,
19,26-Jul,1,1,0.17,33,22,Geo 3,Geo 1,,,,,
19,26-Jul,1,1,0.43,34,26,Geo 4,Geo 3,,,,,
19,26-Jul,1,1,0.42,37,34,Geo 4,Geo 2,,,,,
19,26-Jul,1,1,0.41,62,43,Geo 4,Geo 2,,,,,
19,26-Jul,1,1,0.25,38,24,Geo 2,Geo 1,,,,,
19,26-Jul,1,1,0.34,45,41,Geo 1,Geo 3,,,,,
19,26-Jul,1,1,0.33,41,23,Geo 2,Geo 2,,,,,
19,26-Jul,1,1,0.44,31,18,Geo 3,Geo 1,,,,,
19,26-Jul,1,1,0.38,54,44,Geo 2,Geo 4,,,,,
